name,time,payload,value
CurrentTemp,1671612194158145858,,22.12
CurrentTemp,1671613994322089671,,22.33
CurrentTemp,1671615794029896198,,22.33
CurrentTemp,1671617594144225919,,22.66
CurrentTemp,1671619393910409249,,22.68
CurrentTemp,1671621193997618702,,22.77
CurrentTemp,1671622994119509213,,22.77
CurrentTemp,1671624794010431580,,23.18
CurrentTemp,1671626594077694964,,23.5
CurrentTemp,1671628394033607067,,23.5
CurrentTemp,1671630194022545895,,23.9
CurrentTemp,1671631994348788638,,23.83
CurrentTemp,1671633794473585185,,24.62
CurrentTemp,1671635594195084549,,24.96
CurrentTemp,1671637394476520191,,25.75
CurrentTemp,1671639193945058756,,26.55
CurrentTemp,1671640994265727597,,27.91
CurrentTemp,1671642794024723271,,28.45
CurrentTemp,1671644594055520045,,29.5
CurrentTemp,1671646395013929403,,29.91
CurrentTemp,1671648194237704213,,30.99
CurrentTemp,1671649995569779373,,31.64
CurrentTemp,1671651794356032348,,33.44
CurrentTemp,1671653594257857075,,33.82
CurrentTemp,1671655394134242537,,34.75
CurrentTemp,1671657194813404117,,35.04
CurrentTemp,1671658994123650256,,35.64
CurrentTemp,1671660794405354514,,35.69
CurrentTemp,1671662594313117286,,35.65
CurrentTemp,1671664394622112565,,35.46
CurrentTemp,1671666194425116775,,35.08
CurrentTemp,1671667994357838452,,34.97
CurrentTemp,1671669794254798779,,34.77
CurrentTemp,1671671599246529861,,34.84
CurrentTemp,1671673394005603882,,34.84
CurrentTemp,1671675194146684642,,34.63
CurrentTemp,1671676994255896595,,34.9
CurrentTemp,1671678794626368538,,34.77
CurrentTemp,1671680594200215886,,34.79
CurrentTemp,1671682394502035066,,34.65
CurrentTemp,1671684195070738058,,34.65
CurrentTemp,1671685994483287098,,34.41
CurrentTemp,1671687794466019462,,34.41
CurrentTemp,1671689594712738771,,34.38
CurrentTemp,1671691394566371346,,34
CurrentTemp,1671693194392842958,,33.03
CurrentTemp,1671694994720758982,,25.29
CurrentTemp,1671696795260809757,,21.45
CurrentTemp,1671698594519859142,,16.88
CurrentTemp,1671700394428195048,,14.52
CurrentTemp,1671702194626907551,,12.58
CurrentTemp,1671703994603327229,,12.04
CurrentTemp,1671705794345783865,,11.19
CurrentTemp,1671707594521265480,,9.86
CurrentTemp,1671709394591476602,,7.97
CurrentTemp,1671711194413990961,,6.3
CurrentTemp,1671712994454675210,,5.18
CurrentTemp,1671714794622190801,,3.67
CurrentTemp,1671716594596592821,,2.12
CurrentTemp,1671718394822298723,,1.04
CurrentTemp,1671720195247044394,,0.18
CurrentTemp,1671721996072282421,,-0.76
CurrentTemp,1671723794851661953,,-1.1
CurrentTemp,1671725594547880786,,-1.08
CurrentTemp,1671727394593996857,,-1.05
CurrentTemp,1671729194876427665,,-1.12
CurrentTemp,1671730994771562784,,-1.75
CurrentTemp,1671732795130539922,,-2.07
CurrentTemp,1671734594521980344,,-2.11
CurrentTemp,1671736395060888418,,-2.74
CurrentTemp,1671738195410728211,,-2.38
CurrentTemp,1671739995027498612,,-2.29
CurrentTemp,1671741796551296873,,-2.85
CurrentTemp,1671743595582247563,,-3.59
CurrentTemp,1671745402010775636,,-3.75
CurrentTemp,1671746384706279462,,-3.71
CurrentTemp,1671746521380300234,,-3.71
CurrentTemp,1671746542264026344,,-3.75
CurrentTemp,1671746928506865004,,-3.77
CurrentTemp,1671746989193779198,,-3.77
CurrentTemp,1671747158461962604,,-3.77
CurrentTemp,1671747557314909767,,-4.22
CurrentTemp,1671747669086073711,,-4.22
CurrentTemp,1671747691626674040,,-4.22
CurrentTemp,1671748008886928870,,-4.5
CurrentTemp,1671748064727575778,,-4.5
CurrentTemp,1671749865036715145,,-5.24
CurrentTemp,1671751665687945549,,-5.73
CurrentTemp,1671752416959195293,,-5.91
CurrentTemp,1671752952594236416,,-5.91
CurrentTemp,1671754758882676948,,-5.87
CurrentTemp,1671756554688661981,,-5.98
CurrentTemp,1671758353677886592,,-5.71
CurrentTemp,1671760154113428879,,-5.71
CurrentTemp,1671761953065919869,,-5.91
CurrentTemp,1671763752658180256,,-5.71
CurrentTemp,1671765554685428298,,-5.6
CurrentTemp,1671767368131669377,,-5.6
CurrentTemp,1671769153107049971,,-5.55
CurrentTemp,1671770952544038645,,-5.31
CurrentTemp,1671772752812776825,,-5.31
CurrentTemp,1671774553086183141,,-5.39
CurrentTemp,1671776352693429621,,-5.55
CurrentTemp,1671778152687233900,,-5.39
CurrentTemp,1671779952684199398,,-5.39
CurrentTemp,1671781752634032299,,-5.39
CurrentTemp,1671783552882127218,,-5.44
CurrentTemp,1671785352715176862,,-5.33
CurrentTemp,1671787152649988014,,-5.37
CurrentTemp,1671788952675453248,,-5.37
CurrentTemp,1671790752780377883,,-5.44
CurrentTemp,1671792552767643249,,-5.44
CurrentTemp,1671794353974689839,,-5.37
CurrentTemp,1671796154138626277,,-5.37
CurrentTemp,1671797953348344166,,-5.28
CurrentTemp,1671799752826187198,,-5.28
CurrentTemp,1671801553130384714,,-5.17
CurrentTemp,1671803352790619634,,-5.17
CurrentTemp,1671805153133741319,,-4.04
CurrentTemp,1671806953403792549,,-3.05
CurrentTemp,1671808752835603187,,-2.24
CurrentTemp,1671810553223084090,,-0.62
CurrentTemp,1671812353424453641,,0.19
CurrentTemp,1671814154916902102,,1.63
CurrentTemp,1671815954416800164,,2.61
CurrentTemp,1671817753724094557,,2.95
CurrentTemp,1671819553562677605,,3.24
CurrentTemp,1671821353062526068,,5.56
CurrentTemp,1671823153495023294,,5.32
CurrentTemp,1671824955077211487,,7.02
CurrentTemp,1671826754148134776,,7.77
CurrentTemp,1671828554035618088,,7.61
CurrentTemp,1671830353317558926,,8.51
CurrentTemp,1671830589098882211,,8.51
CurrentTemp,1671830646444756137,,7.72
CurrentTemp,1671831241060601776,,7.83
CurrentTemp,1671831382986820138,,7.83
CurrentTemp,1671831412172640204,,7.83
CurrentTemp,1671833212233716598,,8.47
CurrentTemp,1671835012421362812,,7.7
CurrentTemp,1671836812485903604,,7.41
CurrentTemp,1671838612159747283,,7.16
CurrentTemp,1671840412410210038,,7.16
CurrentTemp,1671842212816144380,,7.5
CurrentTemp,1671844012579068267,,7.57
CurrentTemp,1671845813503173769,,7.56
CurrentTemp,1671846798223289712,,7.63
CurrentTemp,1671846838769125618,,7.63
CurrentTemp,1671847228316320164,,7.9
CurrentTemp,1671847318501463809,,7.9
CurrentTemp,1671849118279745092,,8.26
CurrentTemp,1671850928835110829,,8.22
CurrentTemp,1671852718670746536,,8.64
CurrentTemp,1671854518826985821,,8.26
CurrentTemp,1671855972019428638,,8.24
CurrentTemp,1671856000972019596,,8.24
CurrentTemp,1671856198777118641,,8.28
CurrentTemp,1671857999022505090,,8.24
CurrentTemp,1671859798736894305,,7.95
CurrentTemp,1671861598750263334,,7.74
CurrentTemp,1671863399086537873,,7.34
CurrentTemp,1671865203978784106,,7.21
CurrentTemp,1671866998846068865,,7.05
CurrentTemp,1671868799875526830,,6.69
CurrentTemp,1671870598825347860,,5.86
CurrentTemp,1671872398695242538,,5.63
CurrentTemp,1671874198845919400,,5.43
CurrentTemp,1671875999040219585,,5.16
CurrentTemp,1671877799012937701,,4.59
CurrentTemp,1671879598808858997,,4.57
CurrentTemp,1671881400648545849,,4.3
CurrentTemp,1671883198891119160,,4.19
CurrentTemp,1671884998926717194,,4.17
CurrentTemp,1671886798890593141,,4.1
CurrentTemp,1671888598777221008,,4.17
CurrentTemp,1671890398788977681,,4.8
CurrentTemp,1671892198812611444,,5.99
CurrentTemp,1671893998724132576,,6.94
CurrentTemp,1671895798810377895,,8.85
CurrentTemp,1671897599165987929,,9.45
CurrentTemp,1671899398953399865,,10.71
CurrentTemp,1671901198944959462,,12.07
CurrentTemp,1671902998997533860,,13.33
CurrentTemp,1671904799086594777,,14.31
CurrentTemp,1671906599178794844,,16.21
CurrentTemp,1671908399062364862,,16.66
CurrentTemp,1671910199553867174,,17.53
CurrentTemp,1671911999847915887,,17.65
CurrentTemp,1671913798902493135,,17.92
CurrentTemp,1671915599011343433,,17.71
CurrentTemp,1671917399207516301,,18.09
CurrentTemp,1671919199181256032,,18.16
CurrentTemp,1671920999085743165,,17.28
CurrentTemp,1671922799648382754,,16.93
CurrentTemp,1671924599176699517,,16.16
CurrentTemp,1671926399060679141,,16.02
CurrentTemp,1671928199072189296,,16.25
CurrentTemp,1671929999142610702,,15.71
CurrentTemp,1671931798960463200,,14.31
CurrentTemp,1671933599225143919,,13.95
CurrentTemp,1671935399162634235,,13.28
CurrentTemp,1671937199185334304,,12.61
CurrentTemp,1671938999913739228,,12.25
CurrentTemp,1671940799207577674,,12.02
CurrentTemp,1671942599892508201,,11.64
CurrentTemp,1671944399278613449,,11.5
CurrentTemp,1671946199227461598,,11.26
CurrentTemp,1671947999575624153,,10.35
CurrentTemp,1671949799068899267,,9.84
CurrentTemp,1671951599166603484,,9.34
CurrentTemp,1671953399000589624,,8.89
CurrentTemp,1671955199093682877,,8.15
CurrentTemp,1671956999270702484,,7.61
CurrentTemp,1671958799133052536,,7.68
CurrentTemp,1671960599051293893,,6.91
CurrentTemp,1671962399083624463,,6.53
CurrentTemp,1671964199245142400,,5.23
CurrentTemp,1671965999258204463,,5.14
CurrentTemp,1671967799183803721,,4.3
CurrentTemp,1671969599309091843,,4.15
CurrentTemp,1671971399228779178,,4.73
CurrentTemp,1671973199362029507,,2.71
CurrentTemp,1671974999432217416,,2.3
CurrentTemp,1671976800487774265,,2.48
CurrentTemp,1671978599337463634,,3.92
CurrentTemp,1671980400269776281,,6.71
CurrentTemp,1671982200648289639,,8.83
CurrentTemp,1671983999845467597,,10.74
CurrentTemp,1671985799310831786,,13.35
CurrentTemp,1671987599343500148,,16.25
CurrentTemp,1671989399244675450,,17.08
CurrentTemp,1671991199346956967,,19.45
CurrentTemp,1671992999426375582,,20.21
CurrentTemp,1671994799800823194,,20.77
CurrentTemp,1671996599709271163,,21.65
CurrentTemp,1671998399476433014,,21.51
CurrentTemp,1672000199452126069,,21.49
CurrentTemp,1672001999494188452,,21.58
CurrentTemp,1672003800055208977,,21.42
CurrentTemp,1672005599581419683,,21.38
CurrentTemp,1672007399541001276,,20.89
CurrentTemp,1672009199717716571,,20.88
CurrentTemp,1672011003053405512,,20.89
CurrentTemp,1672012799826447495,,21.18
CurrentTemp,1672014599859271328,,21.61
CurrentTemp,1672016400750195058,,22.32
CurrentTemp,1672017278151166150,,22.44
CurrentTemp,1672017304332392111,,22.44
CurrentTemp,1672017388912158049,,22.44
CurrentTemp,1672019190111172376,,22.75
CurrentTemp,1672020989422688677,,22.86
CurrentTemp,1672022126666596461,,23.49
CurrentTemp,1672022245547586464,,23.5
CurrentTemp,1672023457295046348,,23.61
CurrentTemp,1672023543025126206,,23.61
CurrentTemp,1672023671536623663,,23.61
CurrentTemp,1672025472927334344,,23.94
CurrentTemp,1672027271850061212,,24.19
CurrentTemp,1672029070965321877,,25.34
CurrentTemp,1672030871215312970,,25.65
CurrentTemp,1672032671409953527,,26.53
CurrentTemp,1672034471364299394,,26.6
CurrentTemp,1672036270910761064,,27.16
CurrentTemp,1672038071093051466,,27.86
CurrentTemp,1672039871064779320,,28.38
CurrentTemp,1672041672790850952,,28.62
CurrentTemp,1672043471221938327,,28.6
CurrentTemp,1672045271059737447,,29.05
CurrentTemp,1672047070887488765,,29.55
CurrentTemp,1672048871333629192,,31.35
CurrentTemp,1672050671239496820,,30.94
CurrentTemp,1672052473000964041,,30.83
CurrentTemp,1672054271816223283,,31.39
CurrentTemp,1672056070905222426,,32.29
CurrentTemp,1672057870938306429,,31.21
CurrentTemp,1672059671058519075,,27.66
CurrentTemp,1672061471465377075,,26.01
CurrentTemp,1672063271301006608,,23.04
CurrentTemp,1672065071322193401,,21.27
CurrentTemp,1672066871091902521,,20.48
CurrentTemp,1672068671191507706,,18.97
CurrentTemp,1672070471363528348,,19.36
CurrentTemp,1672072271442957728,,19.06
CurrentTemp,1672074071647832308,,19.63
CurrentTemp,1672075876421262681,,20.41
CurrentTemp,1672077672204607788,,20.32
CurrentTemp,1672079471746715283,,20.64
CurrentTemp,1672081272329831042,,20.55
CurrentTemp,1672083072009192421,,20.34
CurrentTemp,1672084871154924821,,19.98
CurrentTemp,1672086671254350317,,19.67
CurrentTemp,1672088471280904180,,19.47
CurrentTemp,1672090271563743159,,19.98
CurrentTemp,1672092071420359910,,20.23
CurrentTemp,1672093871931169742,,19.83
CurrentTemp,1672095674360611587,,18.57
CurrentTemp,1672097471896870441,,17.35
CurrentTemp,1672099271614265009,,16.36
CurrentTemp,1672101071782024940,,15.12
CurrentTemp,1672102872327628797,,13.98
CurrentTemp,1672104676882787792,,13.17
CurrentTemp,1672106471389101698,,12.6
CurrentTemp,1672108271450440994,,11.93
CurrentTemp,1672110072701389590,,11.1
CurrentTemp,1672111871642062269,,10.89
CurrentTemp,1672113672663637957,,10.36
CurrentTemp,1672115471759272648,,9.36
CurrentTemp,1672117271379267219,,9.32
CurrentTemp,1672119071598446747,,8.71
CurrentTemp,1672120871714041940,,7.66
CurrentTemp,1672122671841873301,,8.13
CurrentTemp,1672124471980126807,,7.84
CurrentTemp,1672126271878375524,,9.07
CurrentTemp,1672137071973820958,,11.08
CurrentTemp,1672138872445360914,,10.54
CurrentTemp,1672140671585510542,,11.48
CurrentTemp,1672142471919995665,,12.42
CurrentTemp,1672144271921533351,,13.24
CurrentTemp,1672146071687176673,,14.13
CurrentTemp,1672147873447171089,,14.49
CurrentTemp,1672149672592024686,,14.83
CurrentTemp,1672151471651606643,,15.3
CurrentTemp,1672153271792689944,,17.2
CurrentTemp,1672155071573501238,,19.09
CurrentTemp,1672156877300036537,,20.59
CurrentTemp,1672158677284715607,,21.76
CurrentTemp,1672160472619720840,,23.85
CurrentTemp,1672162271911239314,,25.97
CurrentTemp,1672164072357176632,,27.14
CurrentTemp,1672165872502966872,,28.76
CurrentTemp,1672167671796963864,,29.88
CurrentTemp,1672169471821937594,,31.62
CurrentTemp,1672171278209003888,,32.99
CurrentTemp,1672173072142203135,,33.71
CurrentTemp,1672174872452790724,,34.63
CurrentTemp,1672176671953980570,,35.29
CurrentTemp,1672178471790153786,,35.55
CurrentTemp,1672180271805763304,,35.31
CurrentTemp,1672182072232057178,,34.65
CurrentTemp,1672183872099593329,,34.27
CurrentTemp,1672185671731532523,,33.69
CurrentTemp,1672187471860994572,,33.31
CurrentTemp,1672189271911437751,,33.31
CurrentTemp,1672191071984531603,,33.53
CurrentTemp,1672192872367750544,,33.84
CurrentTemp,1672194672520765097,,34.36
CurrentTemp,1672196472934814984,,35.62
CurrentTemp,1672198402707603451,,36.61
CurrentTemp,1672198432605070232,,36.61
CurrentTemp,1672198446234461376,,36.61
CurrentTemp,1672200246904497672,,37.11
CurrentTemp,1672202046612705687,,37.22
CurrentTemp,1672203846668624450,,37.06
CurrentTemp,1672205647288089162,,37.33
CurrentTemp,1672207446971037231,,37.69
CurrentTemp,1672209246265342586,,37.2
CurrentTemp,1672211046383482390,,37.33
CurrentTemp,1672212846474886425,,36.7
CurrentTemp,1672214646344440759,,36.88
CurrentTemp,1672216446627540492,,37.15
CurrentTemp,1672218246280128714,,37.4
CurrentTemp,1672220046346894062,,36.68
CurrentTemp,1672221846247642544,,36.63
CurrentTemp,1672223646381733484,,36.73
CurrentTemp,1672225446389720835,,36.79
CurrentTemp,1672227246323546511,,36.61
CurrentTemp,1672229046387649377,,36.46
CurrentTemp,1672230846743576301,,36.34
CurrentTemp,1672232646418908558,,36.34
CurrentTemp,1672234446734048256,,36.43
CurrentTemp,1672236246405327648,,37.4
CurrentTemp,1672238046313445844,,38.7
CurrentTemp,1672239846742514946,,40.73
CurrentTemp,1672241647306174162,,42.37
CurrentTemp,1672243446580712787,,44.69
CurrentTemp,1672245246699616448,,46.51
CurrentTemp,1672247047014074405,,47.8
CurrentTemp,1672248846429866759,,49.1
CurrentTemp,1672250646718919121,,50.58
CurrentTemp,1672252448285435320,,51.91
CurrentTemp,1672254246752107271,,53.26
CurrentTemp,1672256046854353063,,53.58
CurrentTemp,1672257846583853697,,55.15
CurrentTemp,1672259646722842029,,55.63
CurrentTemp,1672261447025351123,,56.7
CurrentTemp,1672263246983220666,,57.22
CurrentTemp,1672265046952561086,,57.02
CurrentTemp,1672266846599203857,,55.78
CurrentTemp,1672268646896412953,,55.22
CurrentTemp,1672270447699906556,,53.6
CurrentTemp,1672272247116390530,,52.65
CurrentTemp,1672274047896994744,,53.28
CurrentTemp,1672275851332178588,,53.67
CurrentTemp,1672277647633294902,,53.76
CurrentTemp,1672279450834037389,,54.39
CurrentTemp,1672281247638456394,,54.63
CurrentTemp,1672283048076352633,,54.37
CurrentTemp,1672284846649574986,,54.39
CurrentTemp,1672286647733812224,,54.64
CurrentTemp,1672288447559757444,,54.84
CurrentTemp,1672290246637846332,,54.88
CurrentTemp,1672292046701159016,,55.06
CurrentTemp,1672293846829621393,,56.21
CurrentTemp,1672295647013280639,,57.31
CurrentTemp,1672297447696251597,,58.01
CurrentTemp,1672299248185042736,,58.35
CurrentTemp,1672301046585510714,,58.33
CurrentTemp,1672302847046394185,,58.24
CurrentTemp,1672304647122626668,,58.19
CurrentTemp,1672306446684481206,,57.97
CurrentTemp,1672308246649149330,,57.49
CurrentTemp,1672310046667288232,,56.59
CurrentTemp,1672311846648549077,,56.75
CurrentTemp,1672313646658047028,,56.73
CurrentTemp,1672315446529949772,,56.77
CurrentTemp,1672317246582456782,,56.91
CurrentTemp,1672319047341109089,,57.69
CurrentTemp,1672320846674258959,,57.58
CurrentTemp,1672322646944571106,,57.81
CurrentTemp,1672324447511974246,,58.24
CurrentTemp,1672326247066889289,,58.91
CurrentTemp,1672328049717555087,,60.19
CurrentTemp,1672337047545637088,,65.97
CurrentTemp,1672338846954700872,,67.03
CurrentTemp,1672340647111862741,,67.41
CurrentTemp,1672342447073147674,,67.98
CurrentTemp,1672344247192850796,,67.42
CurrentTemp,1672346047394109817,,68.05
CurrentTemp,1672347846879524764,,67.82
CurrentTemp,1672349647304737376,,67.82
CurrentTemp,1672351446886309950,,66.2
CurrentTemp,1672353247432945707,,64.13
CurrentTemp,1672355047006486208,,61.59
CurrentTemp,1672356846955936753,,60.84
CurrentTemp,1672358647128251062,,58.41
CurrentTemp,1672360447061999048,,56.53
CurrentTemp,1672362247932301376,,54.93
CurrentTemp,1672364047667661618,,53.49
CurrentTemp,1672365847040371270,,51.89
CurrentTemp,1672367647010367572,,50.83
CurrentTemp,1672369447552112601,,49.5
CurrentTemp,1672371248911008608,,48.54
CurrentTemp,1672373046864157688,,46.99
CurrentTemp,1672374847592325979,,46.18
CurrentTemp,1672376647000255438,,44.92
CurrentTemp,1672378447293066503,,44.17
CurrentTemp,1672380247761170811,,43.11
CurrentTemp,1672382047890434415,,42.17
CurrentTemp,1672383847795064038,,40.71
CurrentTemp,1672385647355632001,,39.63
CurrentTemp,1672387447399860104,,38.91
CurrentTemp,1672389247823318567,,37.94
CurrentTemp,1672391047502313856,,36.88
CurrentTemp,1672392847219448350,,36.41
CurrentTemp,1672394647197829413,,35.91
CurrentTemp,1672396447447388288,,35.4
CurrentTemp,1672398247638850034,,34.86
CurrentTemp,1672400047352929435,,34.2
CurrentTemp,1672401847385811856,,33.85
CurrentTemp,1672403647246575153,,33.35
CurrentTemp,1672405447547843370,,33.31
CurrentTemp,1672407247652996583,,32.63
CurrentTemp,1672409048568937753,,33.08
CurrentTemp,1672410847711463790,,34.14
CurrentTemp,1672412327292968025,,33.49
CurrentTemp,1672414126894042936,,34.29
CurrentTemp,1672415926721422337,,35.28
CurrentTemp,1672417726786454688,,35.65
CurrentTemp,1672419527086214355,,36.63
CurrentTemp,1672421326801182160,,37.87
CurrentTemp,1672423126820044206,,40.64
CurrentTemp,1672424926901714491,,42.26
CurrentTemp,1672426726883272173,,43.32
CurrentTemp,1672428527079613902,,44.42
CurrentTemp,1672430326961391158,,45.23
CurrentTemp,1672432127778420459,,45.9
CurrentTemp,1672433927281291230,,46.22
CurrentTemp,1672435727104285082,,46.26
CurrentTemp,1672437527592479034,,46.15
CurrentTemp,1672439326886958251,,45.1
CurrentTemp,1672441127246572008,,43.23
CurrentTemp,1672442926649355429,,41.27
CurrentTemp,1672444726573397038,,39.07
CurrentTemp,1672446526812506494,,37.44
CurrentTemp,1672448326683255964,,36.25
CurrentTemp,1672450126687561594,,35.76
CurrentTemp,1672451927259757814,,35.71
CurrentTemp,1672453726846094370,,34.7
CurrentTemp,1672455526795036668,,34.88
CurrentTemp,1672457327217793283,,34.63
CurrentTemp,1672459126765028055,,34
CurrentTemp,1672460926753460494,,33.04
CurrentTemp,1672462727196373048,,33.19
CurrentTemp,1672464526582792696,,32.67
CurrentTemp,1672466326744687284,,31.93
CurrentTemp,1672468126642530912,,32.07
CurrentTemp,1672469926832417756,,32.11
CurrentTemp,1672471726648322935,,32.47
CurrentTemp,1672473526909856166,,33.84
CurrentTemp,1672475326685307734,,33.57
CurrentTemp,1672477126693019721,,33.04
CurrentTemp,1672478926671729719,,33.01
CurrentTemp,1672480726568910723,,33.91
CurrentTemp,1672482526652787769,,33.55
CurrentTemp,1672484326581973034,,33.87
CurrentTemp,1672486126584865557,,34.11
CurrentTemp,1672487926731795095,,34.11
CurrentTemp,1672489726655068183,,35.22
CurrentTemp,1672491526596016712,,35.2
CurrentTemp,1672493326648481627,,35.89
CurrentTemp,1672495126913504208,,36.59
CurrentTemp,1672496926818089939,,37.27
CurrentTemp,1672498726816851695,,38.48
CurrentTemp,1672500526637469509,,40.5
CurrentTemp,1672502327399907185,,41.74
CurrentTemp,1672504126809101924,,46.51
CurrentTemp,1672505926665561989,,48.65
CurrentTemp,1672507726697588785,,51.31
CurrentTemp,1672509526641788419,,52.75
CurrentTemp,1672511326701918470,,53.28
CurrentTemp,1672513126689179585,,53.92
CurrentTemp,1672514926915761245,,54.93
CurrentTemp,1672516727311026017,,57.58
CurrentTemp,1672518526733863495,,58.73
CurrentTemp,1672520326750255112,,59.38
CurrentTemp,1672522126767095869,,59.31
CurrentTemp,1672523926695187154,,59.4
CurrentTemp,1672525726745318552,,59.38
CurrentTemp,1672527526659753299,,58.28
CurrentTemp,1672529326680893292,,54.86
CurrentTemp,1672531126679815198,,53.26
CurrentTemp,1672532926772206032,,52.45
CurrentTemp,1672534726669839375,,50.38
CurrentTemp,1672536526715989450,,50.45
CurrentTemp,1672538327357423880,,48.83
CurrentTemp,1672540126818002965,,48.45
CurrentTemp,1672541926660448072,,49.59
CurrentTemp,1672543727192303101,,50.4
CurrentTemp,1672545526640631337,,49.93
CurrentTemp,1672547326809198967,,48.7
CurrentTemp,1672549126822379939,,47.97
CurrentTemp,1672550926855483022,,47.91
CurrentTemp,1672552726815891845,,47.55
CurrentTemp,1672554526782770077,,47.14
CurrentTemp,1672556326796450966,,45.99
CurrentTemp,1672558126596015045,,45.19
CurrentTemp,1672559926646083253,,44.53
CurrentTemp,1672561726773089759,,43.95
CurrentTemp,1672563526775170720,,43.21
CurrentTemp,1672565326653816014,,42.64
CurrentTemp,1672567126615469653,,42.15
CurrentTemp,1672568926679837394,,41.34
CurrentTemp,1672570726679176612,,41.2
CurrentTemp,1672572527062493403,,41.04
CurrentTemp,1672574326944994900,,40.66
CurrentTemp,1672576126844368956,,39.29
CurrentTemp,1672577926681776617,,39.97
CurrentTemp,1672579726653700299,,38.26
CurrentTemp,1672581526670308093,,38.64
CurrentTemp,1672583326881236014,,39.72
CurrentTemp,1672585126897316009,,41.97
CurrentTemp,1672586926878194546,,43.38
CurrentTemp,1672588726684858037,,47.26
CurrentTemp,1672590526692996939,,49.41
CurrentTemp,1672592326733690910,,51.76
CurrentTemp,1672594126749748518,,53.76
CurrentTemp,1672595926908555397,,55.17
CurrentTemp,1672597727212014920,,56.03
CurrentTemp,1672599526777836753,,57.54
CurrentTemp,1672601326613401547,,59.4
CurrentTemp,1672603126904428174,,60.03
CurrentTemp,1672604927173095395,,60.44
CurrentTemp,1672606727083392170,,60.57
CurrentTemp,1672608526683415570,,60.73
CurrentTemp,1672610326700594377,,60.17
CurrentTemp,1672612126691586873,,58.59
CurrentTemp,1672613927218495099,,55.9
CurrentTemp,1672615726697453504,,54.03
CurrentTemp,1672617526769957210,,52.9
CurrentTemp,1672619326856738996,,51.3
CurrentTemp,1672621126954551926,,50.47
CurrentTemp,1672622927476751181,,49.46
CurrentTemp,1672624726746839618,,48.9
CurrentTemp,1672626526706544683,,48.02
CurrentTemp,1672628326743424530,,47.84
CurrentTemp,1672630126914870290,,46.96
CurrentTemp,1672631926784349196,,46.89
CurrentTemp,1672633727125052848,,45.84
CurrentTemp,1672635526703507296,,44.73
CurrentTemp,1672637326928450257,,43.88
CurrentTemp,1672639126693079887,,43.14
CurrentTemp,1672640926724256867,,42.85
CurrentTemp,1672642726686287428,,41.99
CurrentTemp,1672644526650325235,,41.72
CurrentTemp,1672646326832119581,,41.11
CurrentTemp,1672648126911524660,,40.93
CurrentTemp,1672649926644051356,,41.32
CurrentTemp,1672651727017801842,,41.38
CurrentTemp,1672653526668814096,,41.59
CurrentTemp,1672655326648824574,,41.79
CurrentTemp,1672657126687269999,,41.85
CurrentTemp,1672658926689327945,,41.68
CurrentTemp,1672660726993568718,,42.33
CurrentTemp,1672662527448141730,,42.58
CurrentTemp,1672664327270956356,,42.8
CurrentTemp,1672666127326589840,,43.09
CurrentTemp,1672667927101837645,,43.41
CurrentTemp,1672669731950968769,,43.79
CurrentTemp,1672671526665093383,,44.53
CurrentTemp,1672673326718803372,,45.45
CurrentTemp,1672675126777906633,,46.24
CurrentTemp,1672676926706297453,,47.05
CurrentTemp,1672678726930257459,,47.7
CurrentTemp,1672680527216735635,,48.58
CurrentTemp,1672682327201616286,,49.57
CurrentTemp,1672684126732341877,,50.38
CurrentTemp,1672685926726674479,,51.58
CurrentTemp,1672687726827687741,,52.57
CurrentTemp,1672689527129960524,,52.95
CurrentTemp,1672691326958287885,,55.96
CurrentTemp,1672693126804816334,,56.61
CurrentTemp,1672694927035135886,,57.43
CurrentTemp,1672696726837451923,,57.69
CurrentTemp,1672698526669375845,,57.25
CurrentTemp,1672700327353644265,,56.88
CurrentTemp,1672702126894291811,,55.54
CurrentTemp,1672703927197055170,,56.66
CurrentTemp,1672705727344660060,,56.77
CurrentTemp,1672707526856238538,,56.91
CurrentTemp,1672709327026746074,,56.71
CurrentTemp,1672711126732713597,,57.29
CurrentTemp,1672712932421662524,,57.02
CurrentTemp,1672714727363261675,,57.63
CurrentTemp,1672716527718665750,,58.46
CurrentTemp,1672718326800557083,,58.33
CurrentTemp,1672720126711537151,,58.87
CurrentTemp,1672721927062706191,,58.89
CurrentTemp,1672723727167890409,,58.91
CurrentTemp,1672725526716893009,,58.64
CurrentTemp,1672727326807903098,,58.5
CurrentTemp,1672729126832493792,,58.53
CurrentTemp,1672730926840008800,,58.37
CurrentTemp,1672732726791395325,,57.97
CurrentTemp,1672734526635444610,,58.1
CurrentTemp,1672736326686417370,,58.1
CurrentTemp,1672738126710934150,,57.72
CurrentTemp,1672739926770562700,,57.87
CurrentTemp,1672741726709628723,,57.4
CurrentTemp,1672743526782716863,,56.84
CurrentTemp,1672745326693868143,,55.53
CurrentTemp,1672747126659815379,,54.48
CurrentTemp,1672748926718229407,,53.82
CurrentTemp,1672750726724097862,,52.03
CurrentTemp,1672752526756516309,,50.68
CurrentTemp,1672754326613329181,,48.85
CurrentTemp,1672756126747338844,,48.25
CurrentTemp,1672757926859902945,,46.35
CurrentTemp,1672759726861328366,,46.74
CurrentTemp,1672761527165578430,,45.9
CurrentTemp,1672763326971764425,,46.17
CurrentTemp,1672765127249356375,,46.74
CurrentTemp,1672766926704813058,,46.81
CurrentTemp,1672768726889038584,,45.45
